|   name |               Cluster Name |         ra |       dec |     z |  gal_l |   mass | complete | lowmass |                    CHANCES |                   Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|  87799 |                 ABELL 4048 |   -2.26219 | -38.44987 | 0.230 | 347.32 |  59.90 |    False |   False |                            |              ABELL 4048 |  87799 | ACT-CL J2350.8-3825 |                    |                 |          |                   |
|  72680 |                 ABELL 0141 |   16.39321 | -24.65661 | 0.230 | 175.85 | 113.14 |    False |    True |                            |              ABELL 0141 |  72680 | ACT-CL J0105.5-2438 | PSZ2 G175.69-85.98 |                 |          |                   |
|  76935 |                 ABELL 2904 |   20.56328 | -29.28774 | 0.230 | 232.37 |  67.10 |    False |    True |                            |              ABELL 2904 |  76935 |                     |                    |                 |          |                   |
|  59147 |                      59147 |  -41.33962 |  -0.85464 | 0.230 |  50.29 |  47.39 |    False |   False |                            |                         |  59147 |                     |                    |                 |          |                   |
|  57654 |                 ABELL 1530 | -174.33358 |   2.07681 | 0.230 | 286.34 |  74.54 |    False |    True |                            |              ABELL 1530 |  57654 |                     | PSZ2 G286.39+64.06 |                 |          |                   |
|  93831 |                ABELL S0871 |  -53.50478 | -51.29087 | 0.230 | 347.57 |  83.63 |    False |    True |                            |             ABELL S0871 |  93831 | ACT-CL J2025.9-5117 | PSZ2 G347.58-35.35 |                 |          |                   |
|  52787 |                 ABELL 1208 |  168.54504 |   4.34973 | 0.231 | 253.12 |  78.54 |    False |    True |                            |              ABELL 1208 |  52787 | ACT-CL J1114.1+0420 | PSZ2 G253.13+57.49 |                 |          |                   |
|  96552 |         PSZ2 G342.33-34.93 |  -54.13250 | -55.57930 | 0.231 | 342.33 |  97.85 |    False |    True |         PSZ2 G342.33-34.93 |                         |  96552 | ACT-CL J2023.3-5535 | PSZ2 G342.33-34.93 |                 |          | MCXC J2023.4-5535 |
|  91795 |                 ABELL 3283 |   70.24959 | -48.50142 | 0.231 | 255.00 |  52.37 |    False |   False |                            |              ABELL 3283 |  91795 |                     |                    |                 |          |                   |
|  86299 |                      86299 | -167.11689 | -42.02824 | 0.231 | 302.95 |  83.36 |    False |    True |                            |                         |  86299 |                     | PSZ2 G303.00+20.86 |                 |          |                   |
|  53202 |                      53202 | -165.89617 |   4.66927 | 0.231 | 306.18 |  70.79 |    False |    True |                            |                         |  53202 | ACT-CL J1256.4+0440 |                    |                 |          |                   |
|  74416 |                      74416 |  147.32638 | -22.50907 | 0.231 | 256.89 |  49.43 |    False |   False |                            |                         |  74416 |                     |                    |                 |          |                   |
|  53344 |                      53344 | -153.48877 |   3.16166 | 0.232 | 333.86 |  55.70 |    False |   False |                            |                         |  53344 |                     |                    |                 |          |                   |
|  77178 |                 ABELL 3041 |   40.34587 | -28.65382 | 0.233 | 222.98 |  92.45 |    False |    True |                            |              ABELL 3041 |  77178 | ACT-CL J0241.3-2838 | PSZ2 G222.99-65.70 |                 |          |                   |
|  59697 |                 ABELL 2697 |    0.79427 |  -6.08871 | 0.234 |  92.16 |  97.56 |    False |    True |                            |              ABELL 2697 |  59697 | ACT-CL J0003.2-0605 | PSZ2 G092.16-66.01 |                 |          |                   |
|  59226 |                      59226 |  -37.58949 |   0.09469 | 0.234 |  53.66 |  67.08 |    False |    True |                            |                         |  59226 | ACT-CL J2129.6+0005 | PSZ2 G053.64-34.48 |                 |          |                   |
|  53051 |                      53051 | -178.22024 |   4.40548 | 0.234 | 276.04 |  55.72 |    False |   False |                            |                         |  53051 | ACT-CL J1207.1+0425 |                    |                 |          |                   |
|  86296 |                      86296 | -168.02606 | -41.73013 | 0.234 | 302.22 |  62.70 |    False |   False |                            |                         |  86296 |                     |                    |                 |          |                   |
|  71158 |                 AbellS0780 | -135.13104 | -18.18469 | 0.235 | 340.91 | 147.60 |     True |   False |                 AbellS0780 |             ABELL S0780 |  71158 |                     | PSZ2 G340.94+35.07 |                 |          |                   |
|  52891 |                      52891 |  172.45489 |   2.94366 | 0.235 | 260.52 |  75.96 |    False |    True |                            |                         |  52891 | ACT-CL J1129.8+0256 |                    |                 |          |                   |
|  99413 |                 ABELL 4036 |   -3.17132 | -62.75976 | 0.237 | 315.01 |  49.34 |    False |   False |                            |              ABELL 4036 |  99413 |                     |                    |                 |          |                   |
|  52599 |                      52599 |  153.14069 |   2.66514 | 0.237 | 238.76 |  55.91 |    False |   False |                            |                         |  52599 | ACT-CL J1012.5+0239 |                    |                 |          |                   |
