|                name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |            CHANCES |                   Abell |               PSZ2 |
| ACT-CL J0345.4-2810 |   56.36667 | -28.17920 | 0.426 | 224.91 |  3.27 |    False |   False |               |                    |                         |                    |
| ACT-CL J0346.0-3645 |   56.51361 | -36.75258 | 0.363 | 238.80 |  3.73 |    False |   False |  SPLUS-s28s35 |                    |             ABELL S0383 |                    |
| ACT-CL J0346.9-1321 |   56.74584 | -13.35833 | 0.106 | 203.33 |  3.46 |    False |    True |               |                    |                         |                    |
| ACT-CL J0347.8-2332 |   56.96230 | -23.54797 | 0.391 | 217.89 |  5.11 |    False |   False |               |                    |             ABELL S0391 |                    |
| ACT-CL J0347.9-2144 |   56.99925 | -21.74366 | 0.348 | 215.21 |  6.85 |    False |    True |               |                    |              ABELL 3168 | PSZ2 G215.19-49.65 |
| ACT-CL J0348.0-5349 |   57.02272 | -53.82503 | 0.287 | 264.88 |  3.37 |    False |   False |  SPLUS-s42s26 |                    |              ABELL 3170 |                    |
| ACT-CL J0348.2-4514 |   57.07098 | -45.24709 | 0.359 | 252.24 |  4.95 |    False |   False |  SPLUS-s35s31 |                    |                         | PSZ2 G252.23-50.62 |
| ACT-CL J0348.3-3328 |   57.09991 | -33.47083 | 0.161 | 233.50 |  2.78 |    False |   False |  SPLUS-s26s36 |                    |              ABELL 3169 |                    |
| ACT-CL J0348.5-3403 |   57.14894 | -34.05722 | 0.165 | 234.44 |  2.05 |    False |   False |  SPLUS-s26s36 |                    |              ABELL 3171 |                    |
| ACT-CL J0348.6+0029 |   57.16097 |   0.48752 | 0.345 | 187.38 |  4.57 |    False |   False | STRIPE82_0082 |                    |                         |                    |
| ACT-CL J0348.6-0027 |   57.16610 |  -0.46439 | 0.345 | 188.38 |  5.12 |    False |   False | STRIPE82_0081 |                    |                         |                    |
| ACT-CL J0349.1-4741 |   57.29720 | -47.69430 | 0.404 | 255.91 |  2.59 |    False |   False |  SPLUS-s37s30 |                    |                         |                    |
| ACT-CL J0349.6-2739 |   57.42093 | -27.66667 | 0.113 | 224.35 |  3.07 |    False |    True |               |                    |                         |                    |
| ACT-CL J0350.4-1631 |   57.62403 | -16.53068 | 0.330 | 208.09 |  3.22 |    False |   False |               |                    |                         |                    |
| ACT-CL J0350.5-3611 |   57.63747 | -36.20000 | 0.267 | 237.88 |  2.48 |    False |   False |  SPLUS-s28s36 |                    |                         |                    |
| ACT-CL J0351.0-0604 |   57.75275 |  -6.07768 | 0.368 | 195.01 |  3.82 |    False |   False |               |                    |                         |                    |
| ACT-CL J0351.1-0114 |   57.78334 |  -1.24570 | 0.438 | 189.67 |  4.16 |    False |   False | STRIPE82_0083 |                    |                         |                    |
| ACT-CL J0351.1-3937 |   57.78463 | -39.63008 | 0.280 | 243.32 |  4.29 |    False |   False |  SPLUS-s31s34 |                    |                         | PSZ2 G243.34-50.92 |
| ACT-CL J0351.7-5637 |   57.94148 | -56.62490 | 0.394 | 268.40 |  3.51 |    False |   False |  SPLUS-s44s25 |                    |                         |                    |
| ACT-CL J0351.8-3752 |   57.96245 | -37.88333 | 0.330 | 240.55 |  2.53 |    False |   False |  SPLUS-s29s35 |                    |                         |                    |
| ACT-CL J0352.1-4031 |   58.04411 | -40.52321 | 0.400 | 244.70 |  3.33 |    False |   False |  SPLUS-s31s34 |                    |                         |                    |
| ACT-CL J0352.9-3858 |   58.22554 | -38.97861 | 0.228 | 242.26 |  4.51 |    False |   False |  SPLUS-s30s35 |                    |              ABELL 3180 |                    |
| ACT-CL J0353.8-4658 |   58.45503 | -46.97306 | 0.390 | 254.54 |  2.69 |    False |   False |  SPLUS-s36s31 |                    |                         |                    |
| ACT-CL J0353.8-4042 |   58.45756 | -40.71002 | 0.380 | 244.95 |  2.52 |    False |   False |  SPLUS-s31s34 |                    |                         |                    |
| ACT-CL J0354.2-5904 |   58.56658 | -59.07954 | 0.405 | 271.42 |  3.95 |    False |   False |  SPLUS-s46s23 |                    |                         |                    |
| ACT-CL J0354.4-4751 |   58.60895 | -47.85566 | 0.290 | 255.82 |  2.58 |    False |   False |  SPLUS-s37s30 |                    |                         |                    |
| ACT-CL J0354.5-3745 |   58.64916 | -37.75097 | 0.251 | 240.31 |  6.80 |    False |    True |  SPLUS-s29s36 |                    |              ABELL 3184 | PSZ2 G240.30-50.34 |
| ACT-CL J0355.5-3633 |   58.88238 | -36.55901 | 0.320 | 238.44 |  5.21 |    False |   False |  SPLUS-s28s36 |                    |             ABELL S0400 |                    |
| ACT-CL J0356.0-5607 |   59.01682 | -56.12514 | 0.414 | 267.40 |  3.59 |    False |   False |  SPLUS-s43s26 |                    |                         | PSZ2 G267.30-46.19 |
| ACT-CL J0356.2-3416 |   59.07331 | -34.27653 | 0.325 | 234.89 |  3.27 |    False |   False |  SPLUS-s27s37 |                    |             ABELL S0403 |                    |
| ACT-CL J0356.3-3851 |   59.08362 | -38.86270 | 0.377 | 242.02 |  3.72 |    False |   False |  SPLUS-s30s35 |                    |                         |                    |
| ACT-CL J0356.8-3431 |   59.20092 | -34.51993 | 0.357 | 235.27 |  5.09 |    False |   False |  SPLUS-s27s37 |                    |                         |                    |
| ACT-CL J0357.4-1416 |   59.36665 | -14.26872 | 0.418 | 206.05 |  3.97 |    False |   False |               |                    |                         |                    |
| ACT-CL J0357.8-4859 |   59.47278 | -48.99514 | 0.382 | 257.28 |  2.85 |    False |   False |  SPLUS-s38s30 |                    |                         |                    |
| ACT-CL J0358.9-2955 |   59.72565 | -29.93064 | 0.425 | 228.31 | 10.98 |     True |   False |  SPLUS-s24s39 |                    |              ABELL 3192 | PSZ2 G228.30-49.02 |
| ACT-CL J0359.0-1131 |   59.75382 | -11.51818 | 0.386 | 202.82 |  4.39 |    False |   False |               |                    |                         |                    |
| ACT-CL J0359.5-5641 |   59.87915 | -56.69989 | 0.377 | 267.91 |  3.04 |    False |   False |  SPLUS-s44s25 |                    |                         |                    |
| ACT-CL J0359.5-1339 |   59.89336 | -13.65924 | 0.255 | 205.57 |  3.32 |    False |   False |               |                    |              ABELL 0471 | PSZ2 G205.56-44.20 |
| ACT-CL J0359.7-2435 |   59.93746 | -24.58743 | 0.225 | 220.45 |  3.36 |    False |   False |               |                    |                         |                    |
| ACT-CL J0359.8-2001 |   59.96424 | -20.02499 | 0.256 | 214.03 |  3.03 |    False |   False |               |                    |              ABELL 3196 |                    |
| ACT-CL J0400.5-4324 |   60.12908 | -43.40411 | 0.403 | 248.86 |  2.72 |    False |   False |  SPLUS-s33s34 |                    |                         |                    |
| ACT-CL J0402.2-4611 |   60.57387 | -46.18814 | 0.361 | 252.94 |  3.76 |    False |   False |  SPLUS-s36s32 |                    |                         |                    |
| ACT-CL J0403.9-2601 |   60.98896 | -26.01948 | 0.328 | 222.84 |  3.32 |    False |   False |               |                    |                         |                    |
| ACT-CL J0404.6-2422 |   61.16059 | -24.36933 | 0.269 | 220.55 |  5.82 |    False |    True |               |                    |             ABELL S0414 |                    |
| ACT-CL J0404.7-1433 |   61.19688 | -14.56149 | 0.379 | 207.43 |  3.71 |    False |   False |               |                    |                         |                    |
| ACT-CL J0404.8-5325 |   61.21498 | -53.42828 | 0.315 | 263.12 |  2.59 |    False |   False |  SPLUS-s41s29 |                    |                         |                    |
| ACT-CL J0405.1-4648 |   61.28367 | -46.81101 | 0.379 | 253.72 |  4.10 |    False |   False |  SPLUS-s36s32 |                    |                         |                    |
| ACT-CL J0405.9-0019 |   61.48759 |  -0.32664 | 0.315 | 191.39 |  4.39 |    False |   False |               |                    |                         |                    |
| ACT-CL J0405.9-4915 |   61.49232 | -49.26269 | 0.325 | 257.22 |  5.08 |    False |   False |  SPLUS-s38s31 |                    |                         |                    |
| ACT-CL J0407.5-2657 |   61.89983 | -26.95937 | 0.216 | 224.44 |  5.15 |    False |    True |               |                    |              ABELL 3218 |                    |
| ACT-CL J0408.6-4936 |   62.17036 | -49.60745 | 0.304 | 257.57 |  3.27 |    False |   False |  SPLUS-s38s31 |                    |                         |                    |
| ACT-CL J0410.0-3008 |   62.52494 | -30.14180 | 0.420 | 229.14 |  3.80 |    False |   False |  SPLUS-s24s41 |                    |                         |                    |
| ACT-CL J0411.2-4819 |   62.81423 | -48.32089 | 0.424 | 255.63 |  8.16 |    False |    True |  SPLUS-s37s32 |                    |                         | PSZ2 G255.60-46.18 |
| ACT-CL J0411.7-0010 |   62.93187 |  -0.17464 | 0.387 | 192.22 |  5.78 |    False |    True |               |                    |                         |                    |
| ACT-CL J0412.0-5743 |   63.01928 | -57.73012 | 0.327 | 268.44 |  2.86 |    False |   False |  SPLUS-s45s26 |                    |                         | PSZ2 G268.34-43.64 |
| ACT-CL J0414.2-4612 |   63.55419 | -46.20003 | 0.189 | 252.49 |  3.30 |    False |   False |  SPLUS-s36s33 |                    |              ABELL 3236 |                    |
| ACT-CL J0415.9-1132 |   63.99086 | -11.54982 | 0.285 | 205.30 |  5.14 |    False |   False |               |                    |              ABELL 0483 |                    |
| ACT-CL J0416.1-2404 |   64.03807 | -24.07134 | 0.396 | 221.09 | 10.52 |    False |    True |               |  MACS J0416.1-2403 |                         | PSZ2 G221.06-44.05 |
| ACT-CL J0417.3-2847 |   64.34995 | -28.79369 | 0.389 | 227.63 |  3.57 |    False |   False |               |                    |                         |                    |
| ACT-CL J0417.5-1154 |   64.39406 | -11.90107 | 0.443 | 205.94 | 15.77 |     True |   False |               | PSZ2 G205.93-39.46 |                         | PSZ2 G205.93-39.46 |
| ACT-CL J0417.6-3857 |   64.40275 | -38.95555 | 0.167 | 242.04 |  2.97 |    False |   False |  SPLUS-s30s38 |                    |              ABELL 3239 |                    |
| ACT-CL J0418.1-2739 |   64.53603 | -27.65272 | 0.218 | 226.10 |  3.41 |    False |   False |               |                    |                         |                    |
| ACT-CL J0420.1-3837 |   65.03492 | -38.62581 | 0.350 | 241.58 |  3.50 |    False |   False |  SPLUS-s30s39 |                    |                         |                    |
| ACT-CL J0420.4-2613 |   65.12083 | -26.22500 | 0.341 | 224.32 |  3.31 |    False |   False |               |                    |                         |                    |
| ACT-CL J0421.0-5246 |   65.25709 | -52.77725 | 0.293 | 261.36 |  3.24 |    False |   False |  SPLUS-s41s30 |                    |                         |                    |
| ACT-CL J0421.3-2022 |   65.34230 | -20.37879 | 0.389 | 216.75 |  6.21 |    False |    True |               |                    |             ABELL S0443 | PSZ2 G216.76-41.84 |
| ACT-CL J0422.0-1512 |   65.51674 | -15.20830 | 0.316 | 210.44 |  4.53 |    False |   False |               |                    |                         |                    |
| ACT-CL J0422.9-0621 |   65.72909 |  -6.35238 | 0.438 | 200.47 |  4.19 |    False |   False |               |                    |                         |                    |
| ACT-CL J0424.0-4406 |   66.00394 | -44.11051 | 0.381 | 249.30 |  4.63 |    False |   False |  SPLUS-s34s36 |                    |                         |                    |
| ACT-CL J0425.5-0046 |   66.37900 |  -0.77306 | 0.224 | 195.07 |  4.80 |    False |   False |               |                    |                         |                    |
| ACT-CL J0425.5-3742 |   66.38479 | -37.71422 | 0.322 | 240.35 |  6.19 |    False |    True |  SPLUS-s29s40 |                    |             ABELL S0451 |                    |
| ACT-CL J0426.5-3406 |   66.64504 | -34.10719 | 0.450 | 235.38 |  4.23 |    False |   False |  SPLUS-s26s42 |                    |                         |                    |
| ACT-CL J0427.4-2441 |   66.87246 | -24.69409 | 0.409 | 222.84 |  3.64 |    False |   False |               |                    |                         |                    |
